-9.87	2	0.181	0
-7.61	0	2.343	0
-5.35	0	4.505	0
-3.09	0	6.667	0
-0.83	1	8.829	0
1.43	1	10.991	0
3.69	1	13.153	0
5.95	3	15.315	0
8.21	0	17.477	0
10.47	2	19.639	0
12.73	1	21.801	2
14.99	3	23.963	0
17.25	0	26.125	0
19.51	0	28.287	0
21.77	1	30.449	0
24.03	0	32.611	0
26.29	1	34.773	0
28.55	3	36.935	0
30.81	0	39.097	0
33.07	0	41.259	0
35.33	0	43.421	0
37.59	0	45.583	0
39.85	0	47.745	0
42.11	1	49.907	2
44.37	2	52.069	0
46.63	0	54.231	0
48.89	0	56.393	0
51.15	2	58.555	0
53.41	0	60.717	0
55.67	0	62.879	0
57.93	0	65.041	0
60.19	0	67.203	0
62.45	2	69.365	2
64.71	0	71.527	0
66.97	0	73.689	0
69.23	0	75.851	2
71.49	2	78.013	2
73.75	0	80.175	2
76.01	2	82.337	0
78.27	4	84.499	0
80.53	1	86.661	2
82.79	1	88.823	0
85.05	1	90.985	0
87.31	3	93.147	0
89.57	1	95.309	0
91.83	3	97.471	2
94.09	0	99.633	0
96.35	0	101.795	0
98.61	0	103.957	2
100.87	0	106.119	2
103.13	4	108.281	2
105.39	2	110.443	3
107.65	0	112.605	1
109.91	0	114.767	2
112.17	4	116.929	0
114.43	2	119.091	0
116.69	3	121.253	2
118.95	6	123.415	0
121.21	4	125.577	0
123.47	4	127.739	2
125.73	5	129.901	0
127.99	8	132.063	0
130.25	5	134.225	0
132.51	0	136.387	5
134.77	5	138.549	7
137.03	0	140.711	2
139.29	6	142.873	4
141.55	5	145.035	0
143.81	10	147.197	3
146.07	3	149.359	11
148.33	3	151.521	4
150.59	4	153.683	4
152.85	8	155.845	0
155.11	12	158.007	4
157.37	3	160.169	2
159.63	13	162.331	2
161.89	10	164.493	2
164.15	10	166.655	5
166.41	17	168.817	3
168.67	14	170.979	8
170.93	19	173.141	6
173.19	13	175.303	8
175.45	25	177.465	2
177.71	19	179.627	6
179.97	13	181.789	0
182.23	15	183.951	7
184.49	13	186.113	7
186.75	22	188.275	5
189.01	28	190.437	7
191.27	24	192.599	6
193.53	14	194.761	4
195.79	19	196.923	0
198.05	35	199.085	2
200.31	25	201.247	6
202.57	27	203.409	5
204.83	37	205.571	1
207.09	31	207.733	10
209.35	25	209.895	7
211.61	35	212.057	11
213.87	40	214.219	8
216.13	36	216.381	6
218.39	38	218.543	7
220.65	36	220.705	9
222.91	31	222.867	4
225.17	42	225.029	9
227.43	39	227.191	13
229.69	36	229.353	10
231.95	25	231.515	3
234.21	30	233.677	7
236.47	32	235.839	6
238.73	30	238.001	9
240.99	44	240.163	3
243.25	32	242.325	6
245.51	22	244.487	6
247.77	21	246.649	0
250.03	41	248.811	4
252.29	41	250.973	10
254.55	35	253.135	12
256.81	28	255.297	0
259.07	32	257.459	10
261.33	22	259.621	4
263.59	24	261.783	14
265.85	28	263.945	9
268.11	27	266.107	10
270.37	33	268.269	1
272.63	21	270.431	2
274.89	25	272.593	8
277.15	21	274.755	14
279.41	26	276.917	3
281.67	17	279.079	7
283.93	16	281.241	4
286.19	17	283.403	8
288.45	27	285.565	9
290.71	20	287.727	7
292.97	10	289.889	9
295.23	16	292.051	15
297.49	14	294.213	12
299.75	10	296.375	13
302.01	20	298.537	4
304.27	18	300.699	5
306.53	7	302.861	7
308.79	7	305.023	9
311.05	18	307.185	4
313.31	5	309.347	9
315.57	5	311.509	5
317.83	5	313.671	9
320.09	18	315.833	9
322.35	7	317.995	15
324.61	6	320.157	3
326.87	5	322.319	6
329.13	5	324.481	6
331.39	3	326.643	9
333.65	9	328.805	9
335.91	6	330.967	10
338.17	3	333.129	5
340.43	3	335.291	12
342.69	6	337.453	15
344.95	6	339.615	16
347.21	8	341.777	10
349.47	3	343.939	4
351.73	6	346.101	13
353.99	12	348.263	8
356.25	5	350.425	15
358.51	3	352.587	21
360.77	6	354.749	10
363.03	5	356.911	15
365.29	4	359.073	9
367.55	6	361.235	9
369.81	9	363.397	20
372.07	2	365.559	11
374.33	3	367.721	31
376.59	2	369.883	18
378.85	1	372.045	33
381.11	6	374.207	19
383.37	3	376.369	14
385.63	1	378.531	19
387.89	7	380.693	33
390.15	5	382.855	24
392.41	1	385.017	35
394.67	4	387.179	23
396.93	6	389.341	30
399.19	3	391.503	37
401.45	1	393.665	25
403.71	0	395.827	36
405.97	2	397.989	29
408.23	2	400.151	29
410.49	5	402.313	33
412.75	1	404.475	23
415.01	3	406.637	41
417.27	2	408.799	25
419.53	1	410.961	29
421.79	0	413.123	34
424.05	3	415.285	38
426.31	1	417.447	37
428.57	1	419.609	26
430.83	0	421.771	20
433.09	2	423.933	31
435.35	0	426.095	27
437.61	0	428.257	30
439.87	0	430.419	24
442.13	4	432.581	30
444.39	0	434.743	36
446.65	0	436.905	25
448.91	1	439.067	28
451.17	5	441.229	26
453.43	0	443.391	17
455.69	2	445.553	25
457.95	1	447.715	15
460.21	1	449.877	12
462.47	2	452.039	15
464.73	0	454.201	10
466.99	1	456.363	15
469.25	1	458.525	23
471.51	0	460.687	17
473.77	2	462.849	17
476.03	0	465.011	12
478.29	1	467.173	12
480.55	1	469.335	3
482.81	0	471.497	13
485.07	1	473.659	15
487.33	1	475.821	10
489.59	0	477.983	4
491.85	0	480.145	8
494.11	0	482.307	6
496.37	1	484.469	4
498.63	3	486.631	10
500.89	1	488.793	7
503.15	2	490.955	1
505.41	3	493.117	5
507.67	0	495.279	2
509.93	0	497.441	4
512.19	0	499.603	5
514.45	0	501.765	2
516.71	0	503.927	2
518.97	2	506.089	2
521.23	2	508.251	0
523.49	2	510.413	5
525.75	0	512.575	3
528.01	0	514.737	2
530.27	0	516.899	2
532.53	0	519.061	0
534.79	1	521.223	0
537.05	1	523.385	0
539.31	0	525.547	2
541.57	0	527.709	0
543.83	0	529.871	4
546.09	1	532.033	2
548.35	1	534.195	0
550.61	0	536.357	2
552.87	0	538.519	0
555.13	2	540.681	0
557.39	0	542.843	0
559.65	0	545.005	1
561.91	0	547.167	1
564.17	0	549.329	0
566.43	0	551.491	0
568.69	0	553.653	2
570.95	1	555.815	2
573.21	1	557.977	0
575.47	0	560.139	0
577.73	0	562.301	0
579.99	0	564.463	0
582.25	0	566.625	0
584.51	0	568.787	0
586.77	1	570.949	0
589.03	1	573.111	0
591.29	0	575.273	0
593.55	0	577.435	0
595.81	1	579.597	0
598.07	1	581.759	0
600.33	0	583.921	0
602.59	0	586.083	0
604.85	0	588.245	0
607.11	0	590.407	0
609.37	0	592.569	0
611.63	0	594.731	0
613.89	0	596.893	0
616.15	0	599.055	0
618.41	0	601.217	2
620.67	0	603.379	0
622.93	0	605.541	0
625.19	0	607.703	0
627.45	0	609.865	0
629.71	1	612.027	0
631.97	1	614.189	0
634.23	0	616.351	2
636.49	0	618.513	0
638.75	0	620.675	0
641.01	0	622.837	0
643.27	2	624.999	0
645.53	0	627.161	0
647.79	0	629.323	0
650.05	0	631.485	0
652.31	0	633.647	0
654.57	0	635.809	0
656.83	2	637.971	0
659.09	0	640.133	0
661.35	0	642.295	0
663.61	1	644.457	0
665.87	0	646.619	0
668.13	1	648.781	0
670.39	1	650.943	0
672.65	0	653.105	0
674.91	0	655.267	0
677.17	0	657.429	0
679.43	1	659.591	0
681.69	1	661.753	0
683.95	0	663.915	0
686.21	0	666.077	0
688.47	0	668.239	0
690.73	0	670.401	0
692.99	0	672.563	0
695.25	0	674.725	0
697.51	0	676.887	0
699.77	0	679.049	0
702.03	0	681.211	0
704.29	2	683.373	2
706.55	0	685.535	0
708.81	0	687.697	0
711.07	0	689.859	0
713.33	0	692.021	0
715.59	0	694.183	0
717.85	0	696.345	0
720.11	0	698.507	0
722.37	0	700.669	0
724.63	0	702.831	0
726.89	0	704.993	0
729.15	0	707.155	0
731.41	0	709.317	0
733.67	0	711.479	0
735.93	0	713.641	0
738.19	0	715.803	0
740.45	0	717.965	0
742.71	0	720.127	0
744.97	0	722.289	0
747.23	0	724.451	0
749.49	0	726.613	0
751.75	0	728.775	0
754.01	0	730.937	0
756.27	0	733.099	0
758.53	0	735.261	0
760.79	1	737.423	0
763.05	1	739.585	0
765.31	0	741.747	0
767.57	0	743.909	0
769.83	0	746.071	0
772.09	0	748.233	0
774.35	0	750.395	0
776.61	0	752.557	0
778.87	0	754.719	0
781.13	0	756.881	0
783.39	0	759.043	0
785.65	0	761.205	0
787.91	0	763.367	0
790.17	0	765.529	0
792.43	0	767.691	0
794.69	0	769.853	0
796.95	0	772.015	0
799.21	0	774.177	0
801.47	0	776.339	0
803.73	1	778.501	0
805.99	1	780.663	0
808.25	0	782.825	0
810.51	0	784.987	0
812.77	0	787.149	0
815.03	0	789.311	0
817.29	0	791.473	0
819.55	0	793.635	0
821.81	0	795.797	0
824.07	0	797.959	0
826.33	0	800.121	0
828.59	0	802.283	0
830.85	0	804.445	0
833.11	0	806.607	0
835.37	0	808.769	0
837.63	0	810.931	0
839.89	0	813.093	0
842.15	0	815.255	0
844.41	0	817.417	0
846.67	0	819.579	0
848.93	0	821.741	0
851.19	0	823.903	0
853.45	0	826.065	0
855.71	0	828.227	0
857.97	0	830.389	0
860.23	0	832.551	0
862.49	0	834.713	0
864.75	0	836.875	0
867.01	0	839.037	0
869.27	0	841.199	0
871.53	0	843.361	0
873.79	0	845.523	0
876.05	0	847.685	0
878.31	0	849.847	0
880.57	0	852.009	0
882.83	0	854.171	0
885.09	0	856.333	0
887.35	0	858.495	0
889.61	0	860.657	0
891.87	0	862.819	0
894.13	0	864.981	0
896.39	0	867.143	0
898.65	0	869.305	0
900.91	0	871.467	2
903.17	0	873.629	0
905.43	0	875.791	0
907.69	0	877.953	0
909.95	0	880.115	0
912.21	0	882.277	0
914.47	0	884.439	0
916.73	0	886.601	0
918.99	1	888.763	0
921.25	1	890.925	2
923.51	0	893.087	0
925.77	1	895.249	0
928.03	1	897.411	0
930.29	0	899.573	0
932.55	0	901.735	0
934.81	0	903.897	0
937.07	0	906.059	0
939.33	0	908.221	0
941.59	0	910.383	0
943.85	0	912.545	0
946.11	0	914.707	0
948.37	0	916.869	2
950.63	0	919.031	0
952.89	0	921.193	0
955.15	0	923.355	0
957.41	0	925.517	0
959.67	0	927.679	0
961.93	0	929.841	0
964.19	0	932.003	0
966.45	0	934.165	0
968.71	0	936.327	0
970.97	0	938.489	0
973.23	0	940.651	0
975.49	0	942.813	0
977.75	0	944.975	0
980.01	0	947.137	0
982.27	0	949.299	0
984.53	0	951.461	0
