-9.87	54	0.181	7
-7.61	52	2.343	2
-5.35	63	4.505	2
-3.09	57	6.667	0
-0.83	50	8.829	1
1.43	109	10.991	3
3.69	119	13.153	0
5.95	124	15.315	1
8.21	133	17.477	6
10.47	147	19.639	3
12.73	129	21.801	3
14.99	133	23.963	22
17.25	81	26.125	19
19.51	82	28.287	17
21.77	63	30.449	18
24.03	73	32.611	7
26.29	57	34.773	17
28.55	54	36.935	8
30.81	46	39.097	19
33.07	32	41.259	13
35.33	38	43.421	18
37.59	35	45.583	17
39.85	40	47.745	21
42.11	66	49.907	21
44.37	44	52.069	20
46.63	46	54.231	24
48.89	55	56.393	27
51.15	46	58.555	27
53.41	58	60.717	45
55.67	63	62.879	53
57.93	50	65.041	84
60.19	44	67.203	71
62.45	43	69.365	88
64.71	58	71.527	108
66.97	48	73.689	150
69.23	60	75.851	146
71.49	68	78.013	156
73.75	139	80.175	166
76.01	183	82.337	198
78.27	171	84.499	187
80.53	133	86.661	156
82.79	164	88.823	189
85.05	153	90.985	202
87.31	199	93.147	204
89.57	228	95.309	208
91.83	182	97.471	216
94.09	201	99.633	228
96.35	204	101.795	201
98.61	195	103.957	242
100.87	179	106.119	240
103.13	220	108.281	219
105.39	192	110.443	216
107.65	175	112.605	244
109.91	210	114.767	283
112.17	224	116.929	253
114.43	225	119.091	286
116.69	249	121.253	300
118.95	208	123.415	330
121.21	206	125.577	289
123.47	209	127.739	362
125.73	207	129.901	366
127.99	221	132.063	381
130.25	216	134.225	393
132.51	223	136.387	445
134.77	193	138.549	440
137.03	226	140.711	500
139.29	215	142.873	531
141.55	241	145.035	559
143.81	211	147.197	534
146.07	240	149.359	596
148.33	228	151.521	603
150.59	196	153.683	674
152.85	254	155.845	737
155.11	284	158.007	811
157.37	247	160.169	800
159.63	272	162.331	691
161.89	231	164.493	934
164.15	251	166.655	938
166.41	281	168.817	921
168.67	276	170.979	924
170.93	257	173.141	1020
173.19	266	175.303	1006
175.45	286	177.465	1091
177.71	299	179.627	1131
179.97	289	181.789	1214
182.23	281	183.951	1370
184.49	277	186.113	1257
186.75	287	188.275	1230
189.01	307	190.437	1355
191.27	290	192.599	1455
193.53	296	194.761	1454
195.79	329	196.923	1619
198.05	325	199.085	1701
200.31	300	201.247	1742
202.57	271	203.409	1871
204.83	305	205.571	2181
207.09	325	207.733	2213
209.35	294	209.895	2333
211.61	323	212.057	2444
