1	19	175
3	19	91
5	27	65
7	35	23
9	32	30
11	46	18
13	56	23
15	54	34
17	49	24
19	49	43
21	27	60
23	32	46
25	15	71
27	17	60
29	26	48
31	23	49
33	16	30
35	19	30
37	11	25
39	15	25
41	23	29
43	11	11
45	9	21
47	14	11
49	15	21
51	23	21
53	12	20
55	16	22
57	25	20
59	19	26
61	17	14
63	23	15
65	18	50
67	25	41
69	16	33
71	15	43
73	17	41
75	34	27
77	22	25
79	29	24
81	31	28
83	16	32
85	42	13
87	40	27
89	33	18
91	25	19
93	25	23
95	31	24
97	26	20
99	30	17
101	32	21
103	38	16
105	27	19
107	33	26
109	37	21
111	23	27
113	36	16
115	24	10
117	29	25
119	33	20
121	40	35
123	41	21
125	18	22
127	26	23
129	35	17
131	33	23
133	38	25
135	35	22
137	47	19
139	51	22
141	52	27
143	36	26
145	38	22
147	45	27
149	47	21
151	39	18
153	49	24
155	47	16
157	44	14
159	53	15
161	37	22
163	57	18
165	54	21
167	41	28
169	33	38
171	41	34
173	46	32
175	63	24
177	45	28
179	37	26
181	50	26
183	41	30
185	54	31
187	36	31
189	34	21
191	39	27
193	40	30
195	25	26
197	59	22
199	38	29
201	43	41
203	28	16
205	40	21
207	24	21
209	22	14
211	45	15
213	42	30
215	32	26
217	30	37
219	23	32
221	19	21
223	32	24
225	22	19
227	21	16
229	33	21
231	33	27
233	15	25
235	31	25
237	26	20
239	27	16
241	27	26
243	24	26
245	26	28
247	24	21
249	18	25
251	12	14
253	20	24
255	23	16
257	32	17
259	22	26
261	31	16
263	18	11
265	30	26
267	22	17
269	16	26
271	26	15
273	27	15
275	26	28
277	14	24
279	16	14
281	30	12
283	20	12
285	11	25
287	21	19
289	30	15
291	25	25
293	18	20
295	24	23
297	15	15
299	10	18
301	20	23
303	19	29
305	26	21
307	27	12
309	18	14
311	17	6
313	13	10
315	12	24
317	37	14
319	25	9
321	26	30
323	16	14
325	21	5
327	28	12
329	24	18
331	22	16
333	25	16
335	30	14
337	25	8
339	23	17
341	24	19
343	17	24
345	23	17
347	25	14
349	28	19
351	29	22
353	22	12
355	27	15
357	13	14
359	25	17
361	20	20
363	20	12
365	22	12
367	22	10
369	13	14
371	22	11
373	21	11
375	9	15
377	13	18
379	10	10
381	18	12
383	12	11
385	22	19
387	29	17
389	16	14
391	12	12
393	17	18
395	10	7
397	12	18
399	18	16
401	24	21
403	11	14
405	15	12
407	17	11
409	19	14
411	19	11
413	16	17
415	13	19
417	7	17
419	8	9
421	10	17
423	12	11
425	11	14
427	8	12
429	8	14
431	11	14
433	8	8
435	6	11
437	1	7
439	8	13
441	13	18
443	10	12
445	11	11
447	11	8
449	9	9
451	5	11
453	7	9
455	7	8
457	4	10
459	7	5
461	3	8
463	5	3
465	4	6
467	5	6
469	4	4
471	9	8
473	7	9
475	6	11
477	6	12
479	7	9
481	3	14
483	4	5
485	3	10
487	0	6
489	3	6
491	8	4
493	2	3
495	3	6
497	1	1
499	4	5
501	6	12
503	9	14
505	7	2
507	6	8
509	3	7
511	5	14
513	4	10
515	2	3
517	7	11
519	4	4
521	3	8
523	8	4
525	6	7
527	11	9
529	10	10
531	16	4
533	14	4
535	13	9
537	10	8
539	18	4
541	24	7
543	20	7
545	20	8
547	27	4
549	23	3
551	34	10
553	26	13
555	23	8
557	19	10
559	36	14
561	41	18
563	46	15
565	39	23
567	38	28
569	49	16
571	52	16
573	53	28
575	54	41
577	67	15
579	66	35
581	66	26
583	75	26
585	47	42
587	51	36
589	62	32
591	77	32
593	61	48
595	54	52
597	72	56
599	73	43
601	67	57
603	45	42
605	65	72
607	56	48
609	62	79
611	59	59
613	52	58
615	32	69
617	25	79
619	26	68
621	38	64
623	42	61
625	27	66
627	24	72
629	31	57
631	14	45
633	20	54
635	27	56
637	20	39
639	18	41
641	19	41
643	14	34
645	12	33
647	13	31
649	13	25
651	7	24
653	11	19
655	7	18
657	9	12
659	3	7
661	3	12
663	5	7
665	1	8
667	6	9
669	4	2
671	5	8
673	4	2
675	3	10
677	4	2
679	0	4
681	2	3
683	0	2
685	2	1
687	5	2
689	3	2
691	1	1
693	2	6
695	2	2
697	1	0
699	1	4
701	2	2
703	2	4
705	3	7
707	2	2
709	2	7
711	0	1
713	4	0
715	1	2
717	4	2
719	4	0
721	2	2
723	2	4
725	4	4
727	2	5
729	0	4
731	0	4
733	0	2
735	0	0
737	0	2
739	3	2
741	2	4
743	0	6
745	2	2
747	1	3
749	3	1
751	2	1
753	1	0
755	0	4
757	0	4
759	0	0
761	1	0
763	0	4
765	2	0
767	0	2
769	0	2
771	0	1
773	1	3
775	0	0
777	2	3
779	2	0
781	6	0
783	1	9
785	1	3
787	3	0
789	2	2
791	0	1
793	2	2
795	1	1
797	0	1
799	0	1
801	0	7
803	1	1
805	1	5
807	0	1
809	0	3
811	1	0
813	2	4
815	2	1
817	0	1
819	1	0
821	4	8
823	2	2
825	2	2
827	1	1
829	0	2
