5.007	2.4266
6.003	3.2075
7.012	4.0786
7.1	4.1452
7.205	4.2406
7.3	4.3267
7.413	4.4333
7.505	4.5176
7.602	4.608
7.708	4.7055
7.801	4.7931
7.901	4.8912
8.005	4.9937
8.105	5.0883
8.187	5.1684
8.307	5.283
8.402	5.378
8.498	5.4752
8.606	5.5861
8.704	5.6865
8.803	5.7863
8.9	5.8887
9.01	5.9971
9.1	6.0814
9.205	6.1881
9.307	6.2964
9.389	6.3805
9.503	6.5003
9.662	6.6644
9.755	6.7628
10.012	7.0326
10.27	7.3014
10.502	7.5517
10.775	7.8499
11.004	8.1268
11.488	8.8444
12.01	9.9
12.505	11.555
12.756	12.888
13.004	14.4
13.297	17.317
13.512	21.3
13.742	24.617
