-0.0000378,3.136,0.0378,160
-0.000039,3.1556,0.039,161
-0.00004,3.1752,0.04,162
-0.0000413,3.1948,0.0413,163
-0.0000423,3.2144,0.0423,164
-0.0000434,3.234,0.0434,165
-0.0000446,3.2536,0.0446,166
-0.0000456,3.2732,0.0456,167
-0.0000467,3.2928,0.0467,168
-0.0000479,3.3124,0.0479,169
-0.0000489,3.332,0.0489,170
-0.00005,3.3516,0.05,171
-0.0000512,3.3712,0.0512,172
-0.0000522,3.3908,0.0522,173
-0.0000532,3.4104,0.0532,174
-0.0000545,3.43,0.0545,175
-0.0000556,3.4496,0.0556,176
-0.0000566,3.4692,0.0566,177
-0.0000576,3.4888,0.0576,178
-0.0000586,3.5084,0.0586,179
-0.0000597,3.528,0.0597,180
-0.0000609,3.5476,0.0609,181
-0.0000618,3.5672,0.0618,182
-0.0000629,3.5868,0.0629,183
-0.000064,3.6064,0.064,184
-0.0000651,3.626,0.0651,185
-0.0000661,3.6456,0.0661,186
-0.0000672,3.6652,0.0672,187
-0.0000682,3.6848,0.0682,188
-0.0000692,3.7044,0.0692,189
-0.0000703,3.724,0.0703,190
-0.0000713,3.7436,0.0713,191
-0.0000723,3.7632,0.0723,192
-0.0000734,3.7828,0.0734,193
-0.0000744,3.8024,0.0744,194
-0.0000754,3.822,0.0754,195
-0.0000765,3.8416,0.0765,196
-0.0000775,3.8612,0.0775,197
-0.0000785,3.8808,0.0785,198
-0.0000796,3.9004,0.0796,199
-0.0000805,3.92,0.0805,200
-0.0000815,3.9396,0.0815,201
-0.0000826,3.9592,0.0826,202
-0.0000835,3.9788,0.0835,203
-0.0000845,3.9984,0.0845,204
-0.0000856,4.018,0.0856,205
-0.0000865,4.0376,0.0865,206
-0.0000875,4.0572,0.0875,207
-0.0000885,4.0768,0.0885,208
-0.0000895,4.0964,0.0895,209
-0.0000904,4.116,0.0904,210
-0.0000914,4.1356,0.0914,211
-0.0000923,4.1552,0.0923,212
-0.0000933,4.1748,0.0933,213
-0.0000943,4.1944,0.0943,214
-0.0000952,4.214,0.0952,215
-0.0000962,4.2336,0.0962,216
-0.0000972,4.2532,0.0972,217
-0.0000982,4.2728,0.0982,218
-0.0000991,4.2924,0.0991,219
-0.0001001,4.312,0.1001,220
-0.000101,4.3316,0.101,221
-0.0001019,4.3512,0.1019,222
-0.0001029,4.3708,0.1029,223
-0.0001038,4.3904,0.1038,224
-0.0001047,4.41,0.1047,225
-0.0001057,4.4296,0.1057,226
-0.0001065,4.4492,0.1065,227
-0.0001075,4.4688,0.1075,228
-0.0001084,4.4884,0.1084,229
-0.0001093,4.508,0.1093,230
-0.0001102,4.5276,0.1102,231
-0.0001112,4.5472,0.1112,232
-0.000112,4.5668,0.112,233
-0.000113,4.5864,0.113,234
-0.0001139,4.606,0.1139,235
-0.0001147,4.6256,0.1147,236
-0.0001157,4.6452,0.1157,237
-0.0001166,4.6648,0.1166,238
-0.0001174,4.6844,0.1174,239
-0.0001183,4.704,0.1183,240
-0.0001192,4.7236,0.1192,241
-0.00012,4.7432,0.12,242
-0.0001209,4.7628,0.1209,243
-0.0001218,4.7824,0.1218,244
-0.0001227,4.802,0.1227,245
-0.0001236,4.8216,0.1236,246
-0.0001245,4.8412,0.1245,247
-0.0001253,4.8608,0.1253,248
-0.0001262,4.8804,0.1262,249
-0.000127,4.9,0.127,250
-0.0001278,4.9196,0.1278,251
-0.0001287,4.9392,0.1287,252
-0.0001295,4.9588,0.1295,253
-0.0001304,4.9784,0.1304,254
-0.0001313,4.998,0.1313,255
