0.1193	0.0012
0.1381234	0.002
0.1569468	0.002
0.1757702	0.0019
0.0784	0.002
0.098	0.002
0.1176	0.002
0.1372	0.002
0.1568	0.002
0.1764	0.002
0.196	0.002
0.2156	0.002
0.2352	0.002
0.2548	0.002
0.2744	0.002
0.294	0.002
0.3136	0.002
0.3332	0.0019
0.3528	0.0019
0.3724	0.0018
0.392	0.0019
0.4116	0.0019
0.4312	0.002
0.4508	0.002
0.4704	0.002
0.49	0.002
0.5096	0.002
0.5292	0.002
0.5488	0.002
0.5684	0.002
0.588	0.002
0.6076	0.002
0.6272	0.002
0.6468	0.002
0.6664	0.002
0.686	0.002
0.7056	0.002
0.7252	0.002
0.7448	0.002
0.7644	0.002
0.784	0.002
0.8036	0.002
0.8232	0.002
0.8428	0.002
0.8624	0.002
0.882	0.002
0.9016	0.0019
0.9212	0.0019
0.9408	0.0019
0.9604	0.002
0.98	0.002
0.9996	0.002
1.0192	0.002
1.0388	0.002
1.0584	0.002
1.078	0.002
1.0976	0.002
1.1172	0.002
1.1368	0.002
1.1564	0.002
1.176	0.002
1.1956	0.002
1.2152	0.002
1.2348	0.002
1.2544	0.002
1.274	0.002
1.2936	0.002
1.3132	0.002
1.3328	0.002
1.3524	0.0019
1.372	0.0019
1.3916	0.0019
1.4112	0.002
1.4308	0.002
1.4504	0.002
1.47	0.002
1.4896	0.002
1.5092	0.002
1.5288	0.002
1.5484	0.002
1.568	0.002
1.5876	0.002
1.6072	0.0019
1.6268	0.002
1.6464	0.002
1.666	0.002
1.6856	0.002
1.7052	0.002
1.7248	0.002
1.7444	0.002
1.764	0.002
1.7836	0.002
1.8032	0.002
1.8228	0.002
1.8424	0.002
1.862	0.002
1.8816	0.002
1.9012	0.002
1.9208	0.002
1.9404	0.002
1.96	0.002
1.9796	0.002
1.9992	0.002
2.0188	0.002
2.0384	0.002
2.058	0.002
2.0776	0.002
2.0972	0.002
2.1168	0.002
2.1364	0.002
2.156	0.002
2.1756	0.002
2.1952	0.002
2.2148	0.002
2.2344	0.002
2.254	0.002
2.2736	0.002
2.2932	0.002
2.3128	0.002
2.3324	0.002
2.352	0.002
2.3716	0.002
2.3912	0.002
2.4108	0.0021
2.4304	0.0022
2.45	0.0024
2.4696	0.0027
2.4892	0.0031
2.5088	0.0036
2.5284	0.0042
2.548	0.005
2.5676	0.0058
2.5872	0.0067
2.6068	0.0077
2.6264	0.0087
2.646	0.0097
2.6656	0.0107
2.6852	0.0118
2.7048	0.0129
2.7244	0.014
2.744	0.0151
2.7636	0.0162
2.7832	0.0174
2.8028	0.0185
2.8224	0.0196
2.842	0.0208
2.8616	0.0219
2.8812	0.023
2.9008	0.0242
2.9204	0.0253
2.94	0.0265
2.9596	0.0276
2.9792	0.0288
2.9988	0.0299
3.0184	0.0311
3.038	0.0322
3.0576	0.0333
3.0772	0.0345
3.0968	0.0356
3.1164	0.0367
3.136	0.0378
3.1556	0.039
3.1752	0.04
3.1948	0.0413
3.2144	0.0423
3.234	0.0434
3.2536	0.0446
3.2732	0.0456
3.2928	0.0467
3.3124	0.0479
3.332	0.0489
3.3516	0.05
3.3712	0.0512
3.3908	0.0522
3.4104	0.0532
3.43	0.0545
3.4496	0.0556
3.4692	0.0566
3.4888	0.0576
3.5084	0.0586
3.528	0.0597
3.5476	0.0609
3.5672	0.0618
3.5868	0.0629
3.6064	0.064
3.626	0.0651
3.6456	0.0661
3.6652	0.0672
3.6848	0.0682
3.7044	0.0692
3.724	0.0703
3.7436	0.0713
3.7632	0.0723
3.7828	0.0734
3.8024	0.0744
3.822	0.0754
3.8416	0.0765
3.8612	0.0775
3.8808	0.0785
3.9004	0.0796
3.92	0.0805
3.9396	0.0815
3.9592	0.0826
3.9788	0.0835
3.9984	0.0845
4.018	0.0856
4.0376	0.0865
4.0572	0.0875
4.0768	0.0885
4.0964	0.0895
4.116	0.0904
4.1356	0.0914
4.1552	0.0923
4.1748	0.0933
4.1944	0.0943
4.214	0.0952
4.2336	0.0962
4.2532	0.0972
4.2728	0.0982
4.2924	0.0991
4.312	0.1001
4.3316	0.101
4.3512	0.1019
4.3708	0.1029
4.3904	0.1038
4.41	0.1047
4.4296	0.1057
4.4492	0.1065
4.4688	0.1075
4.4884	0.1084
4.508	0.1093
4.5276	0.1102
4.5472	0.1112
4.5668	0.112
4.5864	0.113
4.606	0.1139
4.6256	0.1147
4.6452	0.1157
4.6648	0.1166
4.6844	0.1174
4.704	0.1183
4.7236	0.1192
4.7432	0.12
4.7628	0.1209
4.7824	0.1218
4.802	0.1227
4.8216	0.1236
4.8412	0.1245
4.8608	0.1253
4.8804	0.1262
4.9	0.127
4.9196	0.1278
4.9392	0.1287
4.9588	0.1295
4.9784	0.1304
4.998	0.1313
