0.1571652,0.0000000
0.2620501,0.0196000
0.2621585,0.0392000
0.2622023,0.0588000
0.2622185,0.0784000
0.2622268,0.0980000
0.2622506,0.1176000
0.2621534,0.1372000
0.2621836,0.1568000
0.2623244,0.1764000
0.2624501,0.1960000
0.2625317,0.2156000
0.2627388,0.2352000
0.2629546,0.2548000
0.2628150,0.2744000
0.2628175,0.2940000
0.2631547,0.3136000
0.2630222,0.3332000
0.2631052,0.3528000
0.2632861,0.3724000
0.2633220,0.3920000
0.2632648,0.4116000
0.2630806,0.4312000
0.2630030,0.4508000
0.2632751,0.4704000
0.2632227,0.4900000
0.2631824,0.5096000
0.2632443,0.5292000
0.2634178,0.5488000
0.2636178,0.5684000
0.2636967,0.5880000
0.2636938,0.6076000
0.2637130,0.6272000
0.2638106,0.6468000
0.2637520,0.6664000
0.2637259,0.6860000
0.2636492,0.7056000
0.2633756,0.7252000
0.2637755,0.7448000
0.2636636,0.7644000
0.2639792,0.7840000
0.2640137,0.8036000
0.2640121,0.8232000
0.2639871,0.8428000
0.2635931,0.8624000
0.2637779,0.8820000
0.2637822,0.9016000
0.2637180,0.9212000
0.2639723,0.9408000
0.2640317,0.9604000
0.2640345,0.9800000
0.2640550,0.9996000
0.2640982,1.0192000
0.2641441,1.0388000
0.2641907,1.0584000
0.2641895,1.0780000
0.2641668,1.0976000
0.2642470,1.1172000
0.2643670,1.1368000
0.2643115,1.1564000
0.2641644,1.1760000
0.2643900,1.1956000
0.2643517,1.2152000
0.2641307,1.2348000
0.2641330,1.2544000
0.2643639,1.2740000
0.2643818,1.2936000
0.2643937,1.3132000
0.2644226,1.3328000
0.2644250,1.3524000
0.2644422,1.3720000
0.2644456,1.3916000
0.2644693,1.4112000
0.2644849,1.4308000
0.2645256,1.4504000
0.2645548,1.4700000
0.2645497,1.4896000
0.2646150,1.5092000
0.2647414,1.5288000
0.2647831,1.5484000
0.2647994,1.5680000
0.2647689,1.5876000
0.2646208,1.6072000
0.2648119,1.6268000
0.2647752,1.6464000
0.2646947,1.6660000
0.2649228,1.6856000
0.2649718,1.7052000
0.2650530,1.7248000
0.2651091,1.7444000
0.2651368,1.7640000
0.2651281,1.7836000
0.2650970,1.8032000
0.2649580,1.8228000
0.2644172,1.8424000
0.2645755,1.8620000
0.2647335,1.8816000
0.2650286,1.9012000
0.2652139,1.9208000
0.2650202,1.9404000
0.2650563,1.9600000
0.2650977,1.9796000
0.2652879,1.9992000
0.2651428,2.0188000
0.2654400,2.0384000
0.2654969,2.0580000
0.2655043,2.0776000
0.2655311,2.0972000
0.2655274,2.1168000
0.2655243,2.1364000
0.2655412,2.1560000
0.2655621,2.1756000
0.2655728,2.1952000
0.2655985,2.2148000
0.2656121,2.2344000
0.2656254,2.2540000
0.2656477,2.2736000
0.2656720,2.2932000
0.2656990,2.3128000
0.2657538,2.3324000
0.2658788,2.3520000
0.2660930,2.3716000
0.2665089,2.3912000
0.2672473,2.4108000
0.2685580,2.4304000
0.2706624,2.4500000
0.2737022,2.4696000
0.2774419,2.4892000
0.2820704,2.5088000
0.2865471,2.5284000
0.2912735,2.5480000
0.2958882,2.5676000
0.2999053,2.5872000
0.3040171,2.6068000
0.3078058,2.6264000
0.3111841,2.6460000
0.3144597,2.6656000
0.3174837,2.6852000
0.3203071,2.7048000
0.3229831,2.7244000
0.3255792,2.7440000
0.3278558,2.7636000
0.3300794,2.7832000
0.3322903,2.8028000
0.3342065,2.8224000
0.3362436,2.8420000
0.3380402,2.8616000
0.3397677,2.8812000
0.3414651,2.9008000
0.3430484,2.9204000
0.3446115,2.9400000
0.3461021,2.9596000
0.3475987,2.9792000
0.3489340,2.9988000
0.3503224,3.0184000
0.3516025,3.0380000
0.3528032,3.0576000
0.3540653,3.0772000
0.3552255,3.0968000
0.3563578,3.1164000
0.3575049,3.1360000
0.3585794,3.1556000
0.3596081,3.1752000
0.3606419,3.1948000
0.3616561,3.2144000
0.3625785,3.2340000
0.3635758,3.2536000
0.3644761,3.2732000
0.3653312,3.2928000
0.3663013,3.3124000
0.3671183,3.3320000
0.3679548,3.3516000
0.3688046,3.3712000
0.3696052,3.3908000
0.3703473,3.4104000
0.3711341,3.4300000
0.3718581,3.4496000
0.3725588,3.4692000
0.3733335,3.4888000
0.3740151,3.5084000
0.3746888,3.5280000
0.3754302,3.5476000
0.3760455,3.5672000
0.3766892,3.5868000
0.3773827,3.6064000
0.3779976,3.6260000
0.3786122,3.6456000
0.3792477,3.6652000
0.3798463,3.6848000
0.3804001,3.7044000
0.3810244,3.7240000
0.3815803,3.7436000
0.3820932,3.7632000
0.3827004,3.7828000
0.3831928,3.8024000
0.3837186,3.8220000
0.3842575,3.8416000
0.3847288,3.8612000
0.3852139,3.8808000
0.3857215,3.9004000
0.3862219,3.9200000
0.3866667,3.9396000
0.3871917,3.9592000
0.3876406,3.9788000
0.3880786,3.9984000
0.3885669,4.0180000
0.3889844,4.0376000
0.3894205,4.0572000
